"5fec","<C_YELLOW>ケリイ<C_NONE>
<IF0151><JUMP6103><SET0151>おや あなたたちは？

そうか 気が変わってくれたんですね。

ボザさんが 怒っていたんですよ。
若い連中は みんな おくびょうに
なってしまい 皇帝に反抗することを
いやがっていたと言ってね。

でも よかった ひとりでも 多くの
仲間が 戻ってきてくれることを
祈っていたんです。

<LOC6103>レイシアさんたちは ベルンまで
仲間を 助けに 行きました。

みんなが 戻ったら 皇帝を倒す計画を立てると 言っていました。",""
"6178","<C_YELLOW>男<C_NONE>
ずっと前の地震で ネサの辺土の先に
でっかい穴が 開いちまったんだ。

それを のぞいてみると 奥のほうが
明るく光っていて まぶしくて ずっと見てられないくらいなんだ。

きっと あの光りは この世界から
外に出られないように 囲んでいる
炎の光りだな。

ネサの辺土は この世のはてだって
聞いてたんだけど ほんとに その通りだったとはね。",""
"62bc","<C_YELLOW>老人<C_NONE>
うわさによると ガードの隊長が
反乱を起こそうとしたのじゃが
失敗してしまったそうじゃ。

国民だけでなく ガードたちにまで
反感を 持たれるようになったとは。
もう あの皇帝もおしまいじゃな。",""
"637b","<C_YELLOW>女<C_NONE>
脱走した囚人って まだ ベルンの方にいるらしいわよ。",""
"63b3","<C_YELLOW>女<C_NONE>
町の北の門は 囚人が脱走したから
捕まるまでは しめたままに
しておかないと いけないんですって。",""
"6416","<C_YELLOW>ヤミ屋<C_NONE>
いらっしゃい。何の用だい？<RET_N>",""
"643a","また たのむぜ。",""
"6496","何を 売りたいんだ？
<RET_N>",""
"64ab"," Gold で買ってやるけど
それでも いいかい？
<RET_N>",""
"64d7","何だよ 売ってくれないのか。

<RET_N>",""
"64f4","よし 買ってやるぜ。
<RET_N>",""
"644a","これ以上持てないようだぜ。

<RET>",""
"6466","何を買うんだい？
<RET_N>",""
"6478","<ITEM>だな。
ありがとよ。

<RET>",""
"5f1d","<C_YELLOW>レイシア<C_NONE>
それじゃ 私とボザが キュベラにいるレジスタンスたちを 連れてくるから
あなたは ここに残っていてね。

<C_YELLOW>ボザ<C_NONE>
しっかりと 見張ってるんだぞ。

<C_YELLOW>ケリイ<C_NONE>
はい わかりました。
気をつけて 行ってきてください。",""
