"5c4e","<C_YELLOW>兵士<C_NONE>
まさか 宝箱の中の武器を 使うなんて思ってもいませんでしたよ。",""
"5c92","<C_YELLOW>兵士<C_NONE>
セリオス国王から この部屋の財宝を
王子さまに 持ち出させるなと
言われているんです。

何でも たいかんの儀式の中で
お渡しする物だという話ですよ。",""
"5d27","<C_YELLOW>兵士<C_NONE>
これは 王子さま 武器庫に どんな
ご用ですかな？<RET>",""
"5d5d","<CLEAR>何を お預かりしましょう？<RET_N>",""
"5d78","<CLEAR>何を お渡ししましょう？<RET_N>",""
"5d91","<CLEAR>また 何か ご用がありましたら
いつでも おいでください。",""
"5dc9","<CLEAR>王子さま 申しわけありませんが
これ以上は 預かれません。

<RET>",""
"5e03","<CLEAR>王子さま もう これ以上 持ち物は
持てないようですが ･ ･ ･

<RET>",""
"5e3e","<CLEAR>王子さまから お預かりしている物は
何もございません。

<RET>",""
"5e75","<CLEAR>王子さま これ以上 お預かりしている物は ございません。

<RET>",""
"5ead","<PARTY>は 宝箱を開けました。
宝箱の中には<RET>",""
