"5af8","<C_YELLOW>兵士<C_NONE>
これは 王子さま。ジェストンさまは
城の２階に いらっしゃいます。
どうぞ お入りください。",""
"5b57","<C_YELLOW>男<C_NONE>
世の中が 暗黒に包まれた時
竜の卵から 真紅の竜がかえり
邪悪なものを焼きつくす。

こんな言い伝え 知ってますか？
父が よく言っていたんですが
この言い伝えを 人々に広めるために
一生 これを 言い続けるつもりです。",""
"5c2a","<C_YELLOW>男<C_NONE>
きいてくれよ。ジェストンさまが
後継ぎ候補を 追い出したから
変だと思っていたんだ。

そしたら何と ファーレーン王国と
合併しようとしてるって うわさだぜ。",""
"5cc5","<C_YELLOW>女<C_NONE>
うちの子たちったら モンスターが
いなくなったから おおよろこびで
遊びまわっているのよ。",""
"5d21","<C_YELLOW>老人<C_NONE>
よかった よかった。
やっと女神 フレイアさまの お怒りがおさまったようじゃ。

ちかごろの 若いもんときたら 神様を信じぬから いかんのじゃ。",""
"5daf","<C_YELLOW>子供<C_NONE>
やっと こわいモンスターが
いなくなったから 町の外まで
出ていけるように なったんだ。",""
"5e0a","<C_YELLOW>子供<C_NONE>
町の外だったら 広いから 鬼ごっこ
やってても おもしろいんだ。",""
"5e4e","<C_YELLOW>子供<C_NONE>
町の外で かくれんぼをしたら
なかなか 見つけられなくて
いやになっちゃったよ。",""
"5ea2","<C_YELLOW>女<C_NONE>
マスクーンの町長 フォルスさんは
兵士さんたちと マスクーンに行って
こわれた町を なおしているのよ。",""
"5f09","<C_YELLOW>武器屋<C_NONE>
はい いらっしゃい。<RET_N>",""
"5f26","またどうぞ。",""
"5f33","<C_YELLOW>道具屋<C_NONE>
いらっしゃいませ。
どのような ご用でしょうか？<RET_N>",""
"5f6b","また来てくださいね。",""
"5fe3","どれを 売ってくれますか？
<RET_N>",""
"5ffe"," Gold になるけど
それでも よろしいですか？
<RET_N>",""
"602a","それは残念です。

<RET_N>",""
"603c","どうも ありがとうございます。
<RET_N>",""
"5f80","おや？これ以上持てないようですね。

<RET>",""
"5fa4","どれを買ってくれますか？
<RET_N>",""
"5fbe","<ITEM>だね。
どうも ありがとう。

<RET>",""
