"5bea","<X1e>船長<X04>
やあ お客さん。
もう 船が 故障する心配はないよ。
新しい船にしたんだ。",""
"5c37","<X1e>船長<X04>
新しい船は 乗りごこちが いいぞ。
ぜひ 乗ってみてくれ。

<Xf8287417><JUMP5cbb>船に のりますか？
<Xf69229><JUMP5ced><Xf9000204><ASM6b26><Xf828af17><JUMP5cbb><SET0400><Xf028><X0e>を 渡しました。<X0c0301><END>
<LOC5cbb>切符が ないじゃないか。
向こうで 買ってきてくれ。<END>
<LOC5ced>心配するなよ 大丈夫だって
言ってるだろ。",""
"5d16","<X1e>修理工のボブ<X04>
やっと 船長が 船を 新しくして
くれたんだ。

これで しばらくは 修理の必要が
ないから 仕事が楽になったよ。",""
"5d8d","<X1e>男<X04>
あー 酒がうまいぜ。
心配ごとが ないから 酒がうまくて
たまらねえよ。",""
"5dd6","<X1e>老人<X04>
モンスターが いなくなって また
静かな生活が できそうじゃわい。",""
"5e1c","<X1e>男<X04>
この町の呪文屋は モンスターが
いなくなったというのに いまだに
客が たくさん来るって 喜んでたぜ。",""
"5e82","<X1e>男<X04>
いらっしゃい。
ネリアまで行くには 切符１枚で
料金は 100 Gold だ。

<Xf65317><JUMP5f6b><Xf2855f><JUMP5f4f>切符を 買いますか？<Xf69229><JUMP5f26><Xf3855f><Xf128><X08>はい どうぞ。船に のるまで なくさないでください。<END>
<LOC5f26><X08>やっぱりね。
買わないと 思いましたよ。
<END>
<LOC5f4f>お金が 足りないじゃないか。<END>
<LOC5f6b>もう 持てないみたいだよ。",""
"5f89","<X1e>バーテン<X04>
<IF0411><JUMP5fd9><IF0412><JUMP5fa6><IF0413><JUMP6103><LOC5fa6>未成年に 酒は出せないな。
悪いけどあきらめてくれ。<END>
<LOC5fd9><IF0029><JUMP6103>ああっ ランドーさんじゃないか。

あなたには 酒は 出せないな。
いつも いつも つけをためるだけで
払ったことなんか ないんだから。

<SET0029><CH1>
そんなこと 言うなよ。
これからは つけになんかしないで
金 払って 飲むからよ。

<X1e>バーテン<X04>
うーん 本当でしょうね？
それじゃあ 今までのことは 忘れて
あげましょう。<END>
<LOC6103>１杯 10 Gold だけど <Xf26561><JUMP6154>酒を飲むかい？<Xf69229><JUMP6153><Xf36561><X08>はい どうぞ。<Xf6ced6><JUMP6152>

<SET0418><ASMd6c8><CLEAR0418><LOC6152><END>
<LOC6153><RET_IL><LOC6154>金が足りないよ。",""
"6169","<X1e>呪文屋<X04>
はい いらっしゃい。
便利な呪文は いかがですか。<RETN>",""
"61a2","またどうぞ。",""
"61af","<X1e>道具屋<X04>
いらっしゃいませ。
どのような ご用でしょうか？<RETN>",""
"61e7","また来てくださいね。",""
"625f","どれを 売ってくれますか？
<RETN>",""
"627a"," Gold になるけど
それでも よろしいですか？
<RETN>",""
"62a6","それは残念です。

<RETN>",""
"62b8","どうも ありがとうございます。
<RETN>",""
"61fc","おや？これ以上持てないようですね。

<RET_IL>",""
"6220","どれを買ってくれますか？
<RETN>",""
"623a","<X0e>だね。
どうも ありがとう。

<RET_IL>",""
