"5afb","<X1e>ピート<X04>
ふー ･ ･ ･ つかれた ･ ･ ･

今のうちに 坑道を補強しているんだ。いつ また地震が くるか わからない
からな。",""
"5b6c","<X1e>男<X04>
みんな 忙しいんだから 作業の
じゃまをするなよ。",""
"5bd7","<X1e>男<X04>
忙しい 忙しい ･ ･ ･",""
"5bf0","<X1e>男<X04>
ああ 疲れた ･ ･ ･",""
"5c07","<X1e>男<X04>
鉱夫の中に やたらに 話好きの
じいさんがいて いちど話し出すと
なかなか やめてくれないんだ。

昔から ここに いたらしくて
ここの名物じいさんだそうだよ。",""
"5aa7","<X1e>老人<X04>
鉱山のほうも なんとか復旧できたし
モンスターも いなくなって
ひと安心じゃよ。",""
"5ca1","<X1e>武器屋<X04>
はい いらっしゃい。<RETN>",""
"5cbe","またどうぞ。",""
"5ccb","<X1e>道具屋<X04>
いらっしゃいませ。
どのような ご用でしょうか？<RETN>",""
"5d03","また来てくださいね。",""
"5d7b","どれを 売ってくれますか？
<RETN>",""
"5d96"," Gold になるけど
それでも よろしいですか？
<RETN>",""
"5dc2","それは残念です。

<RETN>",""
"5dd4","どうも ありがとうございます。
<RETN>",""
"5d18","おや？これ以上持てないようですね。

<RET_IL>",""
"5d3c","どれを買ってくれますか？
<RETN>",""
"5d56","<X0e>だね。
どうも ありがとう。

<RET_IL>",""
