"5a8a","<X1e>男<X04>
また うちのエリーサが はやとちりをしたそうだね。

あれさえなければ はたらき者で
いいやつなんだけどな。"
"5af5","<X1e>男<X04>
やあ 若者たち 元気そうでなによりだ。

まあ 人生は いろいろなことが
あるから ここでのことも いい勉強になっただろう。

細かいことは 気にしないでくれ。
君たちは もう自由の身だ。
わっはっはっは。"
"5bb8","<X1e>男<X04>
おう なんでい !!
これは ウエキって言うんだぜ。
文句あっか ？"
"5bfa","<X1e>男<X04>
この中には だんなさまの 大事な物がしまってあるんだ。

この おれがいるかぎり だれにも
ふれさせないぜ。"
"5c64","<X1e>男<X04>
あれ 君たちは どこかで 会ったね。

そうか ぼくが 道に迷っていたときに無視して行ってしまった あのときの
はくじょうな人たちか。"
"5ce6","<X1e>男<X04>
あれ 君たちは ･ ･ ･
顔は知ってるけど 思い出せないな。"
"5d21","<X1e>男<X04>
あれ 君たちは あの時の。
あれから 何回も迷いながら やっとでこの町に たどり着いたんだ。

もう たいへんだったよ。"
"5d95","<X1e>女<X04>
あら あの時の。
どうしたの こんな所に来て？

あなたたちも ここで 仕事を
することになったの？"
"5df6","<X1e>エリーサ<X04>
あーら あなたたちじゃない。
この前は ごめんなさいね。
かん違いを していたみたいなのよ。

新しく ここで はたらくことに
なっていた人と まちがえたのよ。"
"5e96","<X1e>大盗賊 ゲイル<X04>
<IF017a><JUMP6596><IF0126><JUMP6538><SET0126>やっと きおったな 待っとったぞ。
ナレサ隊長から やっとのことでききだした ことがあるんじゃ。

隊長の話からすると 思ったとおり
モンスターの 原因は 地底人たちに
あるとみて いいようじゃ。

地底人の中には マスターという 特に選ばれた人たちが おるそうじゃ。

彼らは いろいろな知識を 持っておりその中に モンスターを 作ることの
できる者が いるらしい。

だが なぜかは 知らんが かなり前に
その地位を 取り上げられて プロスの収容所で 監禁されているそうじゃ。

今では そのマスターというのは
１人だけらしく 何種類かの地位を
全部 ひとり占めにしているそうじゃ。

<CH0>
モンスターは そのひとり占めを
しているやつのせいだと？

<CH1>
何だか よくわからねえけど そいつのせいに きまってるじゃねえか。

そうじゃなけりゃ 全部の地位を
ひとり占めになんか しやしねえよ。

<X1e>大盗賊 ゲイル<X04>
そのとおりじゃ。<WAIT>
自分のために じゃまなやつらを
収容所に 連れていかせたんじゃろう。

<CH1>
で そいつは どこにいるんだ？

<X1e>大盗賊 ゲイル<X04>
城の別館のいちばん奥だそうだ。
この前 入った所よりも ずっと監視がきびしいらしい。

<CH1>
それは ちょっと やっかいだな。

<CH0>
収容所にいる人たちのほうが
接触しやすいんじゃないかな。

<X1e>大盗賊 ゲイル<X04>
わしも そう思って 隊長に 収容所の
場所を きいておいたのじゃが
ちょっと 難しいかもしれん。

ユイシスの４つの出口の ひとつ
キュベラ地方への 出口を出ると
キュベラの村が ある。

そして さらにおくに 行ったところにプロスの収容所があるらしい。

ナレサ隊長に 何とか キュベラの
通行証を 手に入れてくれるように
頼んでみたが ムリだと 言いおった。

あの救出さわぎで ユイシスの監視が
きびしくなったうえ ナレサ自身も
だれかに 監視されているようだと
いいわけを しておった。

<CH0>
とにかく プロスにいるんですね？
レジスタンスにも きいてみます。

<X1e>大盗賊 ゲイル<X04>
そうじゃな それがいいじゃろう。
わしの力でも ここまでじゃよ。

<LOC6538>わしも なんとか キュベラの通行証を手に入れるよう がんばってみるが
あまり あてにするでないぞ。

<LOC6596>時代は 新たなる 英雄を求めている。がんばれよ 若者たち。"
