"5b2e","<C_YELLOW>フォルス<C_NONE>
フォッフォッフォ
子供は 元気なのが一番じゃ。

わしは この マスクーンの町長の
フォルスじゃ。

はて ･ ･ ･ お前さん どこかで
見たことが あるような気がするが
どこじゃったかのう ･ ･ ･",""
"5bea","<C_YELLOW>エリック<C_NONE>
この右手の傷は 若い頃に ナイフを
使っていて 切ってしまったのじゃよ。",""
"5c3a","<C_YELLOW>子供<C_NONE>
わーい わーい。
この家は かくれるとこが いっぱいでおもしろいんだ。",""
"5c84","<C_YELLOW>子供<C_NONE>
あー、びっくりしたな。
ぼく かくれんぼしてるんだ。",""
"5cbe","<C_YELLOW>男<C_NONE>
ジェストンさまの後継者が もうすぐ
発表になるらしい。
いったい だれに なるんだろう。",""
"5d17","<C_YELLOW>女<C_NONE>
うちの子供たちったら いったい
どこに 行ったのかしら？

まさか またフォルスさんの家で
かくれんぼなんかしてるんじゃ ･ ･ ･

フォルスさんは 子供が好きで
うちの子供たちが 家の中を
走り回っても 怒らないのよ。

どうせ また「フォッフォッフォ
子供は 元気なのが一番じゃ。」
なーんて言って よろこんでるのよ。",""
"5e43","<C_YELLOW>老人<C_NONE>
ここから北の リーゼルの東に
試練の洞窟という所があるのじゃ。

昔はそこに 武器などが　保管されて
いたのじゃが、いつのまにやら 全部
なくなってしまったのじゃよ。",""
"5ee8","<C_YELLOW>武器屋<C_NONE>
へい らっしゃい。
うちにゃ いい武器しかねえよ。<RET_N>",""
"5f21","また 来てくれよ。",""
"5f88","<C_YELLOW>奥にいる道具屋<C_NONE>
お客さん 悪いねぇ。
まだ 何を売るか 決めてないんだ。

あらわしの鈴が 全然売れなく
なったもんでね ･ ･ ･
かわりに 何かいい物が ないかって
ずっと考えているんだよ。",""
"6039","<C_YELLOW>道具屋<C_NONE>
いらっしゃいませ。
なんの ご用でしょうか？<RET_N>",""
"606d","また おいでください。",""
"60ee","どれを 売ってくれますか？
<RET_N>",""
"6109"," Gold になるけど
それでも よろしいですか？
<RET_N>",""
"6135","それは残念です。

<RET_N>",""
"6147","どうも ありがとうございます。
<RET_N>",""
"5f33","もう 持てねえみてえだぜ。

<RET>",""
"5f4e","何 買ってくれるんだい？
<RET_N>",""
"5f67","<ITEM>かい。
へい どうぞ。まいどー。

<RET>",""
"608b","おや？これ以上持てないようですね。

<RET>",""
"60af","どれを買ってくれますか？
<RET_N>",""
"60c9","<ITEM>だね。
どうも ありがとう。

<RET>",""
