"5b88","<C_YELLOW>老人<C_NONE>
この船は ルドラの港まで いっとる。乗るなら 早く乗りなされ。",""
"5bcb","<C_YELLOW>老人<C_NONE>
お客さん 切符を出してくだされ。
<PAGE>
<Xf8287417><JUMP5c74>船に 乗りますか？
<Xf69229><JUMP5c51><Xf9000206><ASM6b26><Xf828af17><JUMP5c74><Xf028><SET0400><ITEM>を 渡しました。<SND0103><PAGE>
よい旅を してくだされ。<END>
<LOC5c51><CLEAR>もうすぐ 出発じゃ。早くしなされ。<END>
<LOC5c74>切符が ないようじゃな。",""
"5c8c","<C_YELLOW>子ども<C_NONE>
ぼくの父さんと母さんは ふたりとも
お店屋さんを してるんだよ。

でも すぐそばで やってるから
さみしくないんだ。",""
"5d03","<C_YELLOW>老人<C_NONE>
わしらは セリスの町が おそわれて
しまったので 娘の家がある この町に逃げてきたのです。",""
"5d60","<C_YELLOW>男<C_NONE>
ここは ねえさん夫婦の 家なんだ。
表で 道具屋と呪文屋をやってるから
何か 買っていってくれよ。",""
"5dc2","<C_YELLOW>女<C_NONE>
どうも うわさによると モンスターを退治したのは ファーレーンの
王子さまだって きいたわよ。",""
"5e21","<C_YELLOW>女<C_NONE>
あのモンスターは フレイアさまの
お使いだったという話だけど
いったい 何をしにきたのかしら。",""
"5e81","<C_YELLOW>老人<C_NONE>
わしゃ 若いころから まじめに
こつこつと 働いてきたのに ちっとも金がたまらんかったわい。",""
"5ee0","<C_YELLOW>男<C_NONE>
いらっしゃい 切符が いるのかい？
１つ 100 Gold だけど
<Xf2c95f><JUMP5f93><Xf65317><JUMP5faf>どうする 切符を 買うかい？<Xf69229><JUMP5f58><Xf3c95f><Xf128><CLEAR>まいどー。<END>
<LOC5f58><CLEAR>からかうのは やめてくれ おれだっていろいろと 忙しいんだ。<END>
<LOC5f93>お金が 足りないみたいだよ。<END>
<LOC5faf>もう 持てないみたいだよ。",""
"5fcd","<C_YELLOW>呪文屋<C_NONE>
いらっしゃいませ。
ここは 呪文屋です。<RET_N>",""
"5ffd","また来てください。",""
"6010","<C_YELLOW>道具屋<C_NONE>
いらっしゃいませ。
どのような ご用でしょうか？<RET_N>",""
"6048","また来てくださいね。",""
"611d","どれを 売ってくれますか？
<RET_N>",""
"6138"," Gold になるけど
それでも よろしいですか？
<RET_N>",""
"6164","それは残念です。

<RET_N>",""
"6176","どうも ありがとうございます。
<RET_N>",""
"605d","おや？これ以上持てないようですね。

<RET>",""
"6081","どれを買ってくれますか？
<RET_N>",""
"609b","<ITEM>だね。
どうも ありがとう。

<RET>",""
"60b8","あら いやだ。もう持てませんわよ。

<RET>",""
"60db","何を 買ってくれます？
<RET_N>",""
"60f2","<ITEM>ですね。
ありがとう ございます。

<RET>",""
