"5b96","<CALL6658>ラヌーラの 竜の祭が 中止になった
そうだが そんなことは 竜の祭が
始まって以来の ことらしい。

まあ こんな異常なときなんだから
しかたのないことだけどな。",""
"5c30","<CALL6658>ラヌーラは たいへんらしいぞ。
セリスの城が モンスターに
おそわれたんだ。

だから ヨルドで 出入国の手続きを
やっているんだが 思うように
できないらしい。

でも この状態だから 手続きは
中止になるという話もあるんだ。",""
"5e80","<CALL6658>ボアード海運の ボアードは
元海賊だって うわさだぜ。

そういえば あれが できてからは
海賊が いなくなったしなぁ。
でも まさか そんなはずないよな。",""
"5f13","<CALL6658>うちの子供が 竜の祭に 行きたがっていたんだけど おれの つごうが悪くて行けなかったんだ。

でも 行けなくて よかったよ。
もし 行ってたら 子ども連れで
逃げなけりゃならなかったからな。",""
"5fc8","<X1e>女<X04>
マスクーンが モンスターに
おそわれたの 知ってる？

竜の卵が いきなり赤くなって
モンスターが 出てきたんですって。
竜の卵って いったい何なのかしら。",""
"605f","<X1e>女<X04>
私 ラルファから マスクーンに 戻る
途中で 竜の卵が 赤くなって 中から
モンスターが 出てくるのを 見たの。

私の 子どもたちが 家にいたから
急いで 助けに 行こうとしたんだけどモンスターに 追いかけられて 夢中でここまで 逃げてきたの。

あとで 兵士さんに きいたら町長の
フォルスさんと いっしょに
リーゼルに 逃げていたらしいのよ。
早く ぶじな姿を 見たいわ。",""
"61be","<X1e>男<X04>
ヨルドは セリスから ひなんしてきた人たちで いっぱいですよ。
向こうにも モンスターがいるんです。",""
"6223","<X1e>男<X04>
お客さん 切符をお願いします。
<PAGE>
<Xf8287417><JUMP62b3>船に 乗りますか？
<Xf69229><JUMP628d><Xf9000204><ASM6b26><Xf828af17><JUMP62b3><Xf028><SET0400><X0e>を 渡しました。<X0c0301><END>
<LOC628d><X08>早く お乗りください。
出発しますよ。<END>
<LOC62b3>切符が ないみたいですよ。",""
"62cd","<X1e>男<X04>
グエンの塔には サイレスの呪文の
石碑があったんだけど 倒れて
なくなちゃったんだ。

それで サイレスの呪文を
手に入れるには ここの呪文屋で
買うしかなくなったんだよ。

そうしたら 呪文屋のやつ 値段を
２倍にして 売りはじめたんだぜ。

でも しばらくは 値段が高いから
あまり 売れてなかったけど
モンスターが 出てきてからは
けっこう 売れているみたいだぜ。",""
"6658","<X1e>兵士<X04><RETN>",""
"6428","<CALL665f>おや いらっしゃい。
サイレスの呪文は いかがですか？

１つ 200 Gold になりますが
<Xf65317><JUMP6521><Xf26565><JUMP6544>サイレスを買いますか？
<Xf69229><JUMP64d1><SET0404><Xf193><Xf36565>これはどうも ありがとうございます。<JUMP650b><LOC64d1>そうですか ･ ･ ･
<IF0404><JUMP650b>こんな 便利なものは ないのに ･ ･ ･<END>
<LOC650b>また おいでください。<END>
<LOC6521>これ以上 持てないみたいですね。
<JUMP650b><LOC6544>お金が足りない みたいですね。
<JUMP650b>ﾈ",""
"6569","<X1e>女<X04>
いらっしゃいませ。
ここは 切符売場です。
１枚 100 Gold になりますが

<Xf24f66><JUMP6618><Xf65317><JUMP6637>切符を 買いますか？<Xf69229><JUMP6601><Xf34f66><Xf128><X08>はい どうぞ、ありがとうございます。<END>
<LOC6601><X08>あら そうですか ･ ･ ･<END>
<LOC6618>お客さん お金が 足りないわよ。<END>
<LOC6637>これ以上 持てないわよ。",""
"665f","<X1e>呪文屋<X04><RETN>",""
