"5c4c","<X1e>オセ<X04>
わしが このシリカの村の村長じゃ。
昔は わしとゲームをした者にだけ
呪文を教えていたのじゃ。

でも、今は ゲームの 相手をしても
何も 教えてあげないのじゃよ。
わっはっは ･ ･ ･",""
"5cfe","<X1e>セオラ<X04>
おやおや 珍しい。
こんな 老人ばかりの村に
お客さんが お見えになるなんて。",""
"5d51","<X1e>セリム<X04>
ここに打つと あれがこうなるから
あそこに打って、そうしたら
ぶつ ぶつ ･ ･ ･",""
"5da5","<X1e>オレム<X04>
イラ イラ イラ
いつまで 考えとるんじゃ まったく
イラ イラ イラ イラ",""
"5df2","<X1e>アベル<X04>
<IF0068><JUMP5e3e>せっかく ･ ･ ･ 何日もかけて ･ ･ ･
あそこまでいったのに ･ ･ ･<END>
<LOC5e3e>ハッハッハ これで どうじゃ？",""
"5e5b","<X1e>タバル<X04>
<IF0068><JUMP5ef4>わっはっはっは、地震で ゲーム盤が
ひっくり返ってしまったんじゃ。

わしが 負けそうに なっていたので
ちょうど良かったわい。
わっはっはっは。<END>
<LOC5ef4>ムムムッ また負けそうじゃ ･ ･ ･
また 地震でも 起こらぬかのお ･ ･ ･",""
"5f37","<X1e>リゾン<X04>
<IF0068><JUMP5f96>今度 新しい ゲームを作ろうと
思っとるんじゃ。
ゲームを作るのは 大変なんじゃよ。<END>
<LOC5f96>この新しいゲームが できたら きっと話題になることじゃろう。
今から 名前を 考えておくかな。",""
"5ff0","<X1e>ガンク<X04>
ふん なにが ゲームじゃ。
<IF0068><JUMP60ac>わしゃ どんなに誘われても
やりゃあせんぞ。

いつまでも ここにいるのは
ゲームが したいからじゃなく
あのバカ息子が いつ戻って来るか
わからんからじゃ。<END>
<LOC60ac>やっぱり おもしろくも 何とも
なかったわい。",""
"60d8","<X1e>ハンナ<X04>
<IF0068><JUMP6191>まったく うちの おじいさんたら
いつも 素直じゃないんですのよ。

本当は ゲームを したいくせに
ずっと 意地を 張っているんです。
早く ゲームの仲間に 入れてもらえばいいのに。<END>
<LOC6191>おじいさんたら 本当は ゲームが
気に入ったらしいのよ。

でも １度やって 負けたものだから
怒ってしまって もう やらないなんて言っているんですよ。
また やってみればいいのに。",""
"623b","<X1e>ロデリック<X04>
<IF0068><JUMP63f1><IF0048><JUMP62a5>わしは 変身という 新しい呪文を
作っているんだが なかなか うまく
いかないんじゃ。<END>
<LOC62a5><IF0400><JUMP63c2><SET0400>おっ 未熟者のバカ息子じゃないか。
どこを ほっつき歩いておったのじゃ。

<Xf52c0001><ASM1ae6><Xf7><CH1>
うるせえ ボケじじい。

<X1e>ロデリック<X04>
お前が そんなこと言えるとはな。
最近 とくに 赤スライムが
多くなってきたようじゃな、んっ？

<CH1>
わ わかった。
おれが 悪かった。

<X1e>ロデリック<X04>
わかれば いいのじゃ。
<LOC63c2>今度 フラムを使うときは 気をつけることじゃな。<END>
<LOC63f1>おお バカ息子よ。
よかったのう モンスターのせいで
赤スライムが いなくなったぞ。

よいか 呪文というのは なかなか
難しい物でな そう かんたんに
作れやせんのじゃよ。
わかったか？

<Xf52c0001><ASM1ae6><Xf7><CH1>
ああ わかってるよ。
おやじこそ 変身の呪文を 失敗して
変なものを 作るんじゃねえぞ。

<X1e>ロデリック<X04>
ばかに するでない。
わしは お前なんぞより ずっと年季が入っておるのじゃ。

お前のような 失敗などせんわい。",""
"6573","<X1e>オレア<X04>
昔 わしら賢者は ラスタバンという
地から 各地にちらばり 人々に呪文を教えていたのじゃ。

しかし 呪文の書が 売買されるようになってしまって わしらの役目も
なくなってしまってのう。

しかたなく この辺で ゲームを
やりはじめたら だんだんと 人が
あつまってきてな、今では 村にまで
発展したのじゃよ。",""
"669c","<X1e>アルノー<X04>
わしは 新しい呪文を 完成させて
人々を あっと言わせてやろうと
思っているのじゃ。

呪文の効き目というのは 賢さに
関係があるから 賢さをあげることが
できたら もっと大きな効果が
得られるはずなのじゃ。",""
"676a","<X1e>ディーム<X04>
わしは ヒュールの専門家なのじゃが
ヒュールより効果のある 攻撃呪文を
研究しておるのじゃ。

これさえ完成すれば また昔のように
もてはやされるようになるじゃろう。",""
