"5b93","<C_YELLOW>ピート<C_NONE>
<IF0015><JUMP5bf9>どうして こう次々と 悪いことが
続くんだろう 落盤の次は
モンスターが 出てくるとは ･ ･ ･<END>
<LOC5bf9>ふう ･ ･ ･ ･ ･ 

鉱山が復旧したのは いいけど 次から次へと 武器屋がやってくるから
休んでいるひまもないよ。",""
"5c62","<C_YELLOW>男<C_NONE>
<IF0015><JUMP5ca8>落盤が起こって みんな 忙しいんだ。作業のじゃまをするなよ。<END>
<LOC5ca8>おいおい みんな 忙しいんだ。
作業のじゃまをするなよ。",""
"5d14","<C_YELLOW>男<C_NONE>
忙しい 忙しい ･ ･ ･",""
"5d2d","<C_YELLOW>男<C_NONE>
掘っても 掘っても きりがないよ。
ああ 疲れた ･ ･ ･",""
"5d65","<C_YELLOW>男<C_NONE>
<IF0015><JUMP5dc2>ふぅ まいったな。
鉱山の復旧を 手伝ってるあいだに
クルスが なくなっちゃったんだ。<END>
<LOC5dc2>どれだけ掘れば 気がすむんだろう
もう いいかげんにしてほしいよ。",""
"5a90","<C_YELLOW>老人<C_NONE>
<IF0015><JUMP5b33>鉱山の復旧が 手間取ってしまって
いまだに 復旧しとらんのじゃ。

モンスターが 出てきたので 武器を
作るための材料が たくさん必要に
なったというのに ･ ･ ･<END>
<LOC5b33>やっと 鉱山が復旧したのじゃよ。
今は 武器を作るための材料を
たくさん 掘り出しているところじゃ。",""
"5e02","<C_YELLOW>武器屋<C_NONE>
はい いらっしゃい。<RET_N>",""
"5e1f","またどうぞ。",""
"5e2c","<C_YELLOW>道具屋<C_NONE>
いらっしゃいませ。
どのような ご用でしょうか？<RET_N>",""
"5e64","また来てくださいね。",""
"5edc","どれを 売ってくれますか？
<RET_N>",""
"5ef7"," Gold になるけど
それでも よろしいですか？
<RET_N>",""
"5f23","それは残念です。

<RET_N>",""
"5f35","どうも ありがとうございます。
<RET_N>",""
"5e79","おや？これ以上持てないようですね。

<RET>",""
"5e9d","どれを買ってくれますか？
<RET_N>",""
"5eb7","<ITEM>だね。
どうも ありがとう。

<RET>",""
