"5ace","<X1e>男<X04>
おれたち夫婦は ジェラルドさまの
別荘の管理をしてるだよ。<IF0068><JUMP5b6e>

めったに来ねえのに こんなに でかい別荘を 持ってるなんて 金持ちの
することは わからねえだよ。<LOC5b6e>",""
"5b6f","<X1e>女<X04>
<IF0068><JUMP5bd1>ここは ジェラルドさまの別荘よ。
こーんなに 広いから そうじを
するのも １日がかりなの。<END>
<LOC5bd1>別荘の そうじは 女中さんたちが
やるから しばらくは やらなくて
いいんですって。",""
"5c20","<X1e>ジェラルド<X04>
<IF0079><JUMP5ea3><SET0079>きっ きさまらだな !!
わしの かわいいフローラを
かどわかしおってからに !!

わしの かわいいフローラを どこに
連れていったのだ !!

<CH0>
ちょ ちょっと 待ってください。
ぼくたちには どういうことなのか
さっぱり わかりませんが。

<X1e>ジェラルド<X04>
きさま とぼけおって !!

わしの かわいいフローラが
いなくなってしまったのだ !!
だれかに 誘拐されてしまったのだ !!

<CH1>
よう スケベおやじ。
慌ててるのは わかるけどよ もう少しよく考えてみろよ。

もし おれたちが 誘拐してたら
こんなとこ うろついてるわけが
ないだろうが。

<X1e>ジェラルド<X04>
ふん 冗談で 言っただけだわい。
ああ わしの かわいいフローラ。
いったい どこに 行ってしまったのだ。

おい お前たち。
<LOC5ea3>もし わしの かわいいフローラを
連れてきたら 好きなだけ ほうびを
くれてやるぞ。",""
"5ef2","<X1e>ジェラルド夫人<X04>
あぁ フローラ ･ ･ ･
どこに行ってしまったの ･ ･ ･

きっと ナッシュの館を 出たことが
ショックだったのね。
あぁ かわいそうなフローラ ･ ･ ･",""
"5f8a","<X1e>チャーリー<X04>
<IF0078><JUMP604f>むむっ ちょっと お待ちなさい。

お嬢さまに 男性を 近づけては
ならないと だんなさまから きつく
言われています。

特に あなたたちは 危険だそうです。わかったら 出ていってくださいな。<END>
<LOC604f>むっ また あなたたちですか。
だんなさまは 食後の 睡眠中です。

もし 起きていたとしても 今は
取り込み中ですから お引き取り
くださいな。",""
"60d5","<X1e>男<X04>
<IF0078><JUMP612f>ここは前の館と比べて 狭いから
みんな仕事が 楽になったって
よろこんでいるんだ。<END>
<LOC612f>お嬢さまが 突然 いなくなったんだ。だんなさまは 誘拐されたとか
言っているけど 本当かな？",""
"6187","<X1e>男<X04>
ここに来たら おらの仕事が
なくなっちまっただよ。",""
"61bd","<X1e>女中<X04>
<IF0078><JUMP625b>お料理を作るのに 材料が 少なくて
たいへんなのよ。

チャーリーが 毎日 アムダまで
チキンを買いに 行っているんだけど
チキンばかりじゃ あきちゃうわ。<END>
<LOC625b>お嬢さまが いなくなる前の日に
だんなさまと 言い争っているのを
見ちゃったのよ。

お嬢さまが いなくなったのは
きっと そのせいよ。",""
"62da","<X1e>女中<X04>
<IF0078><JUMP636a>フローラお嬢さまは ここに来てから
ふしぎな夢ばかり みてるみたいで
寝不足らしいわよ。

でも 夢をみているのに
寝不足に なるのかしら？<END>
<LOC636a>フローラお嬢さまは 今ごろ
どうしているのかしら。

お嬢さまは 人を うたがうと
いうことを 知らないから
変な人に だまされて いなければ
いいんだけど ･ ･ ･",""
"6400","<X1e>ジェニー<X04>
<IF0078><JUMP6458>お嬢さまは ここに来てから
もの思いに ふけることが
多くなったようです。<END>
<LOC6458>お嬢さまが いなくなる前に
女神 フレイアさまが 助けを
求めていると おっしゃっていました。

いったい お嬢さまは
どうなさったのかしら。",""
"64dc","<X1e>フローラ<X04>
やーい 話せるものなら話してみろ",""
