"5b44","<X1e>男<X04>
また うちのエリーサが はやとちりをしたそうだね。

あれさえなければ はたらき者で
いいやつなんだけどな。"
"5baf","<X1e>男<X04>
やあ 若者たち 元気そうでなによりだ。

まあ 人生は いろいろなことが
あるから ここでのことも いい勉強になっただろう。

細かいことは 気にしないでくれ。
君たちは もう自由の身だ。
わっはっはっは。"
"5c72","<X1e>男<X04>
おう なんでい !!
これは ウエキって言うんだぜ。
文句あっか ？"
"5cb4","<X1e>男<X04>
この中には だんなさまの 大事な物がしまってあるんだ。

この おれがいるかぎり だれにも
ふれさせないぜ。"
"5d1e","<X1e>男<X04>
あれ 君たちは どこかで 会ったね。

そうか ぼくが 道に迷っていたときに無視して行ってしまった あのときの
はくじょうな人たちか。"
"5da0","<X1e>男<X04>
あれ 君たちは ･ ･ ･
顔は知ってるけど 思い出せないな。"
"5ddb","<X1e>男<X04>
あれ 君たちは あの時の。
あれから 何回も迷いながら やっとでこの町に たどり着いたんだ。

もう たいへんだったよ。"
"5e4f","<X1e>女<X04>
あら あの時の。
どうしたの こんな所に来て？

あなたたちも ここで 仕事を
することになったの？"
"5eb0","<X1e>エリーサ<X04>
あーら あなたたちじゃない。
この前は ごめんなさいね。
かん違いを していたみたいなのよ。

新しく ここで はたらくことに
なっていた人と まちがえたのよ。"
"5f50","<CH0>
ランドー !!
なんで こんな所に？

<SET0128><CH1>
よう アトラス、元気か？

お嬢さまが どうしても アトラスに
会いたいって言うもんだからよ。

「私のアトラスさまが いないと
  さみしくて ･ ･ ･ 」 だってよ。

<CH2>
もう ランドーさんったら !!
違うんです アトラスさま。

じつは あれから フレイアさまを
さがす前に お祈りをしようとして
ヨルドの聖域に 行ってみたんです。

そうしたら 司祭 バーバラさまが
そこに いらしたのです。

いろいろと お話をしているうちに
また 女神 フレイアさまの お姿が
見えたのです。

そのときに 女神 フレイアさまが
おっしゃったことを 口にだして
しまったのです。

バーバラさまは それをきいて
しばらく 考えていたようですが
何かを 決意したようにして 私に
言いました。

バーバラさまでも フレイアさまの
いる所は 知らないそうですが いつもフレイアさまと お話をするのは
竜の卵の中だそうです。

先日 バーバラさまが 竜の卵の中に
入ってみたところ どこからか
モンスターが 送られてきて そこから外に出ているそうなのです。

だから フレイアさまと モンスターは何か 関係があるのではないかと
言っていました。

<CH1>
まあ 詳しい話は バーバラから
直接きいた方が いいだろう。

とにかく モンスターの 原因ってのがフレイアさまに 関係してるようだし
おれたちの目的ってのは どこかで
いっしょに なっているようだぜ。

<CH0>
ふーん そうだったのか。

それじゃ いつまでも こうは
していられないな。

ヨルドの聖域に 行って 話を
きいてみよう。"
