"5b20","<C_YELLOW>男<C_NONE>
せ、戦士の笛 !!
よくいらっしゃいました。

私は この町にモンスターが
入らないように 見張っているのです。",""
"5b8c","<C_YELLOW>女<C_NONE>
<IF0015><JUMP5beb>うちは 道具屋をやっているのよ。
いい物が たくさんあるから いちど
よってみたらどう？<END>
<LOC5beb>うちは 道具屋を やっているんだけどちかごろ 店の向こう側に 変な人が
すみついて困ってるのよ。

変なつぼを 持っているんだけど
いったい 何をやっているのかしら。",""
"5c87","<C_YELLOW>女<C_NONE>
新しい町長は たまに 見たこともない食べ物を くれるのよ。

町長のところには よく お城の人が
来てるみたいだから きっと お城から持ってきてるのね。",""
"5d1a","<C_YELLOW>老人<C_NONE>
わしゃ ついこの間まで この町の
町長をやっとったんじゃよ。

じゃが もう年を とったもんじゃから新しく この町の奥に来た人に
代わってもらったんじゃ。",""
"5db2","<C_YELLOW>老人<C_NONE>
どうせ 町長になってもらうなら
もっと 若い人になってもらった方が
よかったんじゃなかろうか。",""
"5e14","<C_YELLOW>子ども<C_NONE>
ぼく かくれんぼ してるんだけど
なかなか 見つけてくんないんだ。

ほんとに 探してるのかな。",""
"5e76","<C_YELLOW>子ども<C_NONE>
ぼく かくれんぼ してたんだけど
なかなか 見つかんないから
帰ってきちゃった。",""
"5ecb","<C_YELLOW>ヤミ屋<C_NONE>
へっへっへ どんな用だ？<RET_N>",""
"5eec","また たのむぜ。",""
"5fa5","<C_YELLOW>道具屋<C_NONE>
いらっしゃいませ。
どのような ご用でしょうか？<RET_N>",""
"5fdd","また来てくださいね。",""
"5f4b","どれを 売ってくれるんだ？
<RET_N>",""
"5f66"," Gold だぜ。いいか？
<RET_N>",""
"5f7c","何だ 売ってくれねえのか。

<RET_N>",""
"5f97","ありがとよ。
<RET_N>",""
"6055","どれを 売ってくれますか？
<RET_N>",""
"6070"," Gold になるけど
それでも よろしいですか？
<RET_N>",""
"609c","それは残念です。

<RET_N>",""
"60ae","どうも ありがとうございます。
<RET_N>",""
"5efc","もう 持てねえよ。

<RET>",""
"5f0f","どれを 買うんだ？
<RET_N>",""
"5f22","<ITEM>だな。
こいつは よく使えるぜ。

<RET>",""
"5ff2","おや？これ以上持てないようですね。

<RET>",""
"6016","どれを買ってくれますか？
<RET_N>",""
"6030","<ITEM>だね。
どうも ありがとう。

<RET>",""
