"5bac","<X1e>ドレイク<X04>
な、何だよ お前ら？
またあの箱を 止めてほしいのか？

<IF0015><JUMP5c44>めんどうだけど ３世さまのためだ
やってやるよ。
<LOC5c20>先に行ってるから 早く来いよ。<SET00ea><ASMd690><END>
<LOC5c44>しかたねえな やってやるよ。
<JUMP5c20><LOC5c63><CALL61fb>なんだ おめーら？
よく ここまで 来れたもんだな。

でもな こんなとこに 来たって
金スラれるぐらいなもんだぜ。
ひでえ目 あわねえうちに 帰りな。",""
"5cf2","<CALL61fb>大盗賊 ゲイルさまは どこに行って
しまったんだろう？

あの 大地震の後で いつものように
「散歩に行く」と言って
出かけていったのが 最後だったな。

まさか モンスターに やられる
ような人じゃないし ･ ･ ･",""
"5db9","<CALL61fb>ゲイル３世さまは 英雄の
ひとりなんですよ。

だから 大盗賊 ゲイルさまの 跡は
継がないとか言って いつも けんか
ばかりしているんです。",""
"5e3f","<CALL61fb>ドレイクの子分が しばらく
帰ってきてない みたいだけど
捕まっちまったのかな。

そういえば 最近 ドレイクの
ようすも おかしいな。
あいつらどうしたんだろう。",""
"5edb","<CALL61fb>いくらがんばっても この扉は 絶対にあかねえように なってるんだ。

作った人が言ってるからまちがいねえ。ムダなことは やめときな。",""
"5f5c","<CALL61fb>ドレイクのやつ 子分が いなくなって悲しんでるのかと思ったら
そうでも なさそうなんだ。

何かに おびえてるような感じで
毎日 どこかに 出かけてるんだ。
いったい 何やってるんだろう。",""
"600f","<CALL61fb>ゲイル２世さまは ラルフという
名前で 考古学者に なっていて
助手まで いるんですよ。

あの人も 最近 見かけないけど
どこに 行ってしまったのか。",""
"609e","<CALL61fb>この宝は 大盗賊 ゲイルさまの
一番大切な物だから だれにも
さわらせられねえよ。

ここだけの話だけど この中には
銀の笛ってのが 入ってるらしいぜ。",""
"61fb","<X1e>盗賊<X04><RETN>",""
"612f","<X0b>は 石碑を読みました。


『この部屋の宝に触れるべからず
                   大盗賊 ゲイル』",""
"6189","<X0b>は 石碑を読みました。


『この回廊を走るべからず
               　　大盗賊 ゲイル』",""
"61dd","<X1c>扉は 開きそうもありません。<X04>",""
