"5ab6","<X1e>情報屋 トミー<X04>
なあ なあ なあ なあ 知ってるか？

これは とっておきの 極秘情報だが
モンスターを 退治したのは
ファーレーンの 王子さまらしいぜ。",""
"5b44","<X1e>老人<X04>
また 村の奥で 宿屋を始めたようじゃ。やめたり 始めたりと いそがしい
宿屋じゃな。",""
"5b9b","<X1e>漁師<X04>
よお シーラスって魚 知ってるか？
光る物を見ると かたっぱしから
飲み込んじまう 変な魚なんだ。

それで 腹から スプーンやコインが
出てくるんだけどよ。

そのスプーンとか コインてのは
どっから 拾ってくるんだろうな。<WAIT>
もしかすると どこかの金持ちが
えさの代りに やってたりして ･ ･ ･",""
"5cb3","<X1e>ジゴ<X04>
<IF0408><JUMP5cdd>やあ 王子さま 元気そうだな。<END>
<LOC5cdd><SET0400>やあ 王子さま 疲れているなら
休んでいってくれ。",""
"5d10","<X1e>道具屋<X04>
いらっしゃいませ。
どのような ご用でしょうか？<RETN>",""
"5d48","また来てくださいね。",""
"5dc0","どれを 売ってくれますか？
<RETN>",""
"5ddb"," Gold になるけど
それでも よろしいですか？
<RETN>",""
"5e07","それは残念です。

<RETN>",""
"5e19","どうも ありがとうございます。
<RETN>",""
"5d5d","おや？これ以上持てないようですね。

<RET_IL>",""
"5d81","どれを買ってくれますか？
<RETN>",""
"5d9b","<X0e>だね。
どうも ありがとう。

<RET_IL>",""
