"5c4e","<C_YELLOW>兵士<C_NONE>
まさか 宝箱の中の武器を 使うなんて思ってもいませんでしたよ。
でも もう だいじょうぶですよね？",""
"5cb3","<C_YELLOW>兵士<C_NONE>
セリオス国王から この部屋の財宝を
王子さまに 持ち出させるなと
言われているんです。

何でも たいかんの儀式の中で
お渡しする物だという話ですよ。",""
"5d48","<C_YELLOW>兵士<C_NONE>
これは 王子さま 武器庫に どんな
ご用ですかな？<RET>",""
"5d7e","<CLEAR>何を お預かりしましょう？<RET_N>",""
"5d99","<CLEAR>何を お渡ししましょう？<RET_N>",""
"5db2","<CLEAR>また 何か ご用がありましたら
いつでも おいでください。",""
"5dea","<CLEAR>王子さま 申しわけありませんが
これ以上は 預かれません。

<RET>",""
"5e24","<CLEAR>王子さま もう これ以上 持ち物は
持てないようですが ･ ･ ･

<RET>",""
"5e5f","<CLEAR>王子さまから お預かりしている物は
何もございません。

<RET>",""
"5e96","<CLEAR>王子さま これ以上 お預かりしている物は ございません。

<RET>",""
"5ece","<PARTY>は 宝箱を開けました。
宝箱の中には<RET>",""
